Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaUGT;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común A2 / Técnico;97;tec-comun-t09_1;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, la expresión de los objetivos vitales y valores personales tiene como fin:;Conocer la voluntad de la persona paciente en relación con la administración de sedación.;Conocer la voluntad de la persona paciente en relación con la finalización de tratamientos de soporte vital.;Ayudar a interpretar las instrucciones y servir de orientación para la toma de decisiones clínicas.;Documentar la actuación del personal profesional sanitario a efectos de responsabilidad legal.;D;C;C;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 3 Ley 7/2002: El DVA puede ser revocado en cualquier momento sin necesidad de respetar ninguna formalidad especial, basta con manifestar la voluntad de forma fehaciente. La última voluntad expresada prevalece sobre la anterior. Respuesta D.
Común A2 / Técnico;98;tec-comun-t09_2;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, en el documento de voluntades anticipadas:;Se podrá designar una o varias personas representantes para que sean las interlocutoras válidas del personal facultativo o del equipo sanitario.;Se podrá designar exclusivamente una persona representante para que sea la interlocutora válida del personal facultativo o del equipo sanitario.;Se podrá designar una o varias personas representantes si la persona paciente es menor de edad.;Se podrá designar una o varias personas representantes si la persona paciente está incapacitada judicialmente.;B;A;A;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 3 Ley 7/2002: El DVA puede ser revocado en cualquier momento sin necesidad de respetar ninguna formalidad especial, basta con manifestar la voluntad de forma fehaciente. La última voluntad expresada prevalece sobre la anterior. Respuesta D.
Común A2 / Técnico;102;tec-comun-t09_6;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, el documento de voluntades anticipadas puede ser modificado, sustituido por otro o revocado en cualquier momento por la persona otorgante:;Siempre que conserve la capacidad o actúe con la asistencia de su representante legal y actúe libremente.;Siempre que conserve la capacidad o exista autorización judicial.;Siempre que actúe libremente.;Siempre que conserve la capacidad y actúe libremente.;C;D;D;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 4.2 Ley 7/2002: el documento de VA puede modificarse, sustituirse o revocarse siempre que la persona conserve la capacidad Y actúe libremente. Ambas condiciones son necesarias simultáneamente.
Común A2 / Técnico;105;tec-comun-t10_1;Según dispone la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, podrán tener acceso a los datos personales de las personas fallecidas:;Las personas vinculadas a la persona fallecida por razones familiares o de hecho así como quienes ostenten la condición de herederas, en todo caso.;Solo las personas vinculadas a la persona fallecida por razones familiares siempre que lo hubiera autorizado expresamente la persona fallecida.;Las personas vinculadas a la persona fallecida por razones familiares o de hecho así como quienes ostenten la condición de herederas, salvo que la persona fallecida lo hubiese prohibido expresamente.;En caso de que la persona fallecida fuera menor de edad, el acceso podrá ejercerse también por sus representantes legales o por el Ministerio Fiscal que siempre actuará de oficio.;D;C;C;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 3 LO 3/2018: pueden acceder a datos de personas fallecidas sus herederas y personas vinculadas por razones familiares o de hecho, salvo que la persona fallecida lo hubiese prohibido expresamente o la ley lo establezca de otra forma.
Común A2 / Técnico;107;tec-comun-t10_3;Con relación al tratamiento de los datos personales de una persona menor de edad, señale la respuesta correcta:;Únicamente podrá fundarse en su consentimiento cuando sea mayor de dieciséis años.;La Ley Orgánica 3/2018 no prevé que las personas menores de edad puedan dar su consentimiento válidamente a estos efectos.;Únicamente podrá fundarse en su consentimiento cuando sea mayor de catorce años.;El tratamiento de los datos de las personas menores de dieciséis años, fundado en el consentimiento, solo será lícito si consta el consentimiento de quienes ejercen la patria potestad o tutela, con el alcance que dichas personas determinen.;A;C;C;D;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 7 LO 3/2018: El tratamiento de datos personales de menores requiere el consentimiento de sus padres o tutores cuando el menor sea menor de 14 años. Los mayores de 14 años pueden consentir por sí mismos. La A recoge correctamente este umbral de 14 años. Respuesta A.
Común A2 / Técnico;108;tec-comun-t10_4;La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, en su artículo 9 considera categorías especiales de datos aquellos que permitan, respecto a la persona afectada, identificar:;Su ideología y afiliación sindical.;Su religión y orientación sexual.;Sus creencias u origen racial o étnico.;Todas las respuestas son correctas.;A;D;D;C;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 9 LO 3/2018 y art. 9 RGPD: son categorías especiales los datos que revelen ideología, afiliación sindical, religión, creencias, origen racial o étnico, salud, vida sexual u orientación sexual. Las tres opciones son correctas.
Común A2 / Técnico;110;tec-comun-t10_6;Respecto al derecho de rectificación que regula la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, señale la respuesta correcta:;La persona afectada deberá indicar en su solicitud a qué datos se refiere y deberá acompañar, en todo caso, la documentación justificativa de la inexactitud de los datos.;La persona afectada deberá indicar en su solicitud a qué datos se refiere y la corrección que haya de realizarse, y cuando sea preciso, deberá acompañar la documentación justificativa de la inexactitud o carácter incompleto de los datos.;La persona afectada deberá indicar en su solicitud solo la corrección que haya de realizarse y debe siempre acompañar la documentación justificativa de la inexactitud de los datos.;No es necesario que la persona afectada indique expresamente en su solicitud qué datos deben rectificarse.;C;B;B;D;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 16 LO 3/2018: la persona afectada debe indicar en su solicitud a qué datos se refiere y la corrección necesaria, y cuando sea preciso acompañar documentación justificativa. No siempre es obligatoria la documentación.
Común A2 / Técnico;111;tec-comun-t10_7;Con relación al tratamiento de datos con fines de videovigilancia, señale la respuesta correcta:;Solo las personas físicas podrán llevar a cabo el tratamiento de imágenes a través de sistemas de cámaras o videocámaras con la finalidad de preservar la seguridad de las personas y bienes.;Los datos serán suprimidos, en todo caso, en el plazo máximo de un mes desde su captación.;Los datos serán suprimidos en el plazo máximo de un mes desde su captación, salvo cuando hubieran de ser conservados para acreditar la comisión de actos que atenten contra la integridad de personas, bienes o instalaciones.;En el caso de que los datos hubieran de ser conservados más allá de un mes, deberán ser puestas a disposición de la autoridad competente en un plazo máximo de cuarenta y ocho horas desde que se tuviera conocimiento de la existencia de la grabación.;B;C;C;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 7 LO 3/2018: El tratamiento de datos personales de menores requiere el consentimiento de sus padres o tutores cuando el menor sea menor de 14 años. Los mayores de 14 años pueden consentir por sí mismos. La A recoge correctamente este umbral de 14 años. Respuesta A.
Común A2 / Técnico;113;tec-comun-t11_1;El artículo 1 del Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, añade un concepto específico al objeto de la ley que refuerza el fin último de la norma, ¿cuál es?;La igualdad de oportunidades.;El empoderamiento de las mujeres.;Lograr una sociedad libre de violencia machista.;La eliminación de roles tradicionales.;D;C;C;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 1 DL 1/2023: el texto refundido añade al objeto de la ley la finalidad de lograr una sociedad libre de violencia machista contra las mujeres, reforzando el fin último de la norma.
Común A2 / Técnico;114;tec-comun-t11_2;Según el artículo 2 del Decreto Legislativo 1/2023, de 16 de marzo, ¿a qué entidades privadas les es exigible el cumplimiento de los principios generales de esta ley durante su relación con la administración?;Solo a las que tengan una plantilla superior a 250 personas.;A todas las empresas con sede en Euskadi.;A las que suscriban contratos o convenios, estén participadas por poderes públicos o sean beneficiarias de ayudas.;Ninguna entidad privada está sujeta a los principios de la ley.;B;C;C;?;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 2 DL 1/2023: los principios generales son exigibles a entidades privadas que suscriban contratos o convenios con la Administración, estén participadas por poderes públicos o sean beneficiarias de ayudas públicas.
Común A2 / Técnico;115;tec-comun-t11_3;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿cuál de estos es un principio general de actuación de los poderes públicos vascos incorporado en la nueva redacción del artículo 3?;El principio de jerarquía administrativa.;La integración de la perspectiva interseccional.;El principio de celeridad procesal.;La centralización de recursos de acogida.;A;B;B;?;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Art. 3 DL 1/2023: la nueva redacción incorpora como principio general de actuación de los poderes públicos vascos la integración de la perspectiva interseccional en las políticas de igualdad.
Común A2 / Técnico;116;tec-comun-t11_4;Según el Decreto Legislativo 1/2023, de 16 de marzo, respecto al principio de representación equilibrada, ¿en qué caso se permite excepcionalmente una presencia de mujeres superior al 60%?;En ningún caso.;Solo si no hay hombres capacitados en el sector.;Cuando sea acorde al objetivo de corregir la histórica situación de infrarrepresentación de las mujeres.;Si el órgano tiene menos de cuatro integrantes.;A;C;C;?;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;DL 1/2023: excepcionalmente puede superarse el 60% de presencia femenina cuando sea acorde al objetivo de corregir la histórica situación de infrarrepresentación de las mujeres.
Común A2 / Técnico;117;tec-comun-t11_5;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿qué planes específicos deben someterse ahora, obligatoriamente, a una evaluación previa de impacto en función del género?;Solo los planes de formación interna.;Los planes territoriales y urbanísticos.;Los planes de marketing de empresas públicas.;Ningún plan, solo los proyectos de ley.;C;B;B;?;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;DL 1/2023: entre los planes que deben someterse a evaluación previa de impacto de género se encuentran los planes territoriales y urbanísticos, incorporados en la nueva redacción.
Común A2 / Técnico;118;tec-comun-t11_6;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿qué requisito nuevo deben cumplir las empresas de más de 50 personas trabajadoras para poder recibir subvenciones públicas?;Tener paridad total en su directiva.;Acreditar haber establecido medidas para prevenir y combatir el acoso sexual y las violencias sexuales.;Tener un departamento exclusivo de igualdad.;Estar inscritas en un registro internacional de igualdad.;C;B;B;?;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;DL 1/2023: las empresas de más de 50 personas trabajadoras deben acreditar haber establecido medidas para prevenir y combatir el acoso sexual y las violencias sexuales para poder recibir subvenciones públicas.
Común A2 / Técnico;121;tec-comun-t12_1;¿Cuántos Objetivos Generales, clasificados como finalistas e instrumentales, se definen en la estructura del Plan de Salud Euskadi 2030?;Cinco Objetivos Generales.;Seis Objetivos Generales.;Siete Objetivos Generales.;Ocho Objetivos Generales.;D;C;C;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Plan de Salud Euskadi 2030: se definen siete Objetivos Generales, clasificados en finalistas (OG1-OG3) e instrumentales (OG4-OG7).
Común A2 / Técnico;124;tec-comun-t12_4;El Objetivo General 1 (OG1) del Plan de Salud Euskadi 2030 se enfoca en:;Promover la salud de las mujeres y la salud reproductiva en la edad adulta.;Lograr que niñas, niños y adolescentes nazcan, crezcan y se desarrollen con todo su potencial de salud.;Mejorar la salud mental y reducir la morbimortalidad asociada a trastornos mentales.;La prevención y el control de las enfermedades no transmisibles (ENT).;A;B;B;D;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Plan de Salud Euskadi 2030: El OG1 se centra en 'Mejorar la salud y el bienestar de la población de Euskadi', con especial énfasis en la reducción de las desigualdades en salud. La B recoge correctamente este objetivo general. Respuesta B.
Común A2 / Técnico;126;tec-comun-t12_6;¿A qué hace referencia el acrónimo AVAD en el Plan de Salud Euskadi 2030?;Áreas de Valoración de la Atención al Dependiente.;Años de Vida Activa Desaprovechados.;Atención Vasca a la Adicción a Drogas.;Años de Vida sana perdidos Ajustados por Discapacidad.;C;D;D;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Plan de Salud Euskadi 2030: AVAD = Años de Vida sana perdidos Ajustados por Discapacidad (equivalente al inglés DALY: Disability-Adjusted Life Years).
Común A2 / Técnico;129;tec-comun-t12_9;Según el modelo de evaluación del Plan de Salud Euskadi 2030, ¿cuáles son los cuatro criterios fundamentales para determinar el éxito de las intervenciones?;Impacto, cobertura, equidad y transparencia.;Relevancia, efectividad, eficiencia y sostenibilidad.;Rentabilidad, participación, innovación y prestigio.;Calidad, calidez, rapidez y ahorro presupuestario.;C;B;B;D;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Plan de Salud Euskadi 2030: El modelo de evaluación se basa en cuatro criterios: eficacia, efectividad, eficiencia y equidad. La B recoge correctamente estos cuatro criterios. Respuesta B.
Común A2 / Técnico;140;tec-comun-t13_5;El Diagnostico del Pacto Vasco de Salud de Euskadi propone que los indicadores sanitarios para evaluar el sistema deben:;Basarse exclusivamente en mediciones de actividad (numero de consultas y cirugias).;Ser confidenciales y accesibles unicamente para la alta direccion del Departamento de Salud.;Ignorar la perspectiva de genero para simplificar la toma de datos estadisticos.;Reflejar resultados en salud y sostenibilidad, y no solo volumen de actividad.;C;D;B;D;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El Diagnostico propone orientar los indicadores hacia resultados en salud y sostenibilidad del sistema, superando la vision centrada unicamente en volumen de actividad asistencial.
Común A2 / Técnico;144;tec-comun-t13_9;En el marco del Pacto Vasco de Salud, la Orientacion al Valor significa que el sistema debe priorizar:;Las intervenciones que generen los mejores resultados relevantes para la persona al menor coste posible.;El valor de mercado de las acciones de las empresas proveedoras de tecnologia.;El incremento constante de las infraestructuras fisicas sobre la inversion en personal.;La compra masiva de medicamentos de marca sobre los genericos.;C;A;A;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;La Orientacion al Valor como principio rector significa priorizar las intervenciones que aporten los mejores resultados en salud relevantes para la persona al menor coste posible.
Común A2 / Técnico;146;tec-comun-t13_11;Cual es el papel de la Atencion Primaria y Comunitaria dentro de las Lineas Estrategicas del Pacto Vasco de Salud?;Actuar como un servicio de triaje rapido para derivar todos los casos al hospital.;Ser un servicio opcional para quienes no dispongan de seguro privado.;Limitarse a la atencion administrativa y la gestion de bajas laborales.;Ser la base estrategica que cohesione y sustente todo el sistema de salud vasco.;B;D;D;C;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El Pacto Vasco posiciona la Atencion Primaria y Comunitaria como la base estrategica que cohesiona y sustenta el conjunto del sistema sanitario vasco.
Común A2 / Técnico;151;tec-comun-t14_1;Cual es el Objetivo General establecido para la Estrategia de Seguridad del Paciente 20-30?;Reducir a cero los eventos adversos mediante la incorporacion de tecnologia robotica.;Mejorar la calidad asistencial del sistema sanitario vasco.;Promover el maximo nivel de seguridad posible, minimizando la probabilidad de ocurrencia de incidentes de seguridad en el transcurso de la asistencia sanitaria.;Centralizar la gestion de riesgos en un unico organismo fuera de Osakidetza.;D;C;C;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El Objetivo General de la Estrategia de Seguridad del Paciente 20-30 es promover el maximo nivel de seguridad posible, minimizando la probabilidad de ocurrencia de incidentes de seguridad durante la asistencia.
Común A2 / Técnico;153;tec-comun-t14_3;Cuales son las dos nuevas Lineas de Accion incorporadas en la Estrategia de Seguridad del Paciente 20-30 que responden a una necesidad percibida por las personas expertas?;Seguridad en Pediatria y Buenas Practicas en el Uso de Biologicos.;Atencion en Cuidados Paliativos y Seguridad Domiciliaria.;La Seguridad de Paciente en Emergencias y la Prevencion del Suicidio.;Seguridad en Salud Mental y Prevencion de las Ulceras por Presion.;A;C;C;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Estrategia de Seguridad del Paciente 2030: Las dos nuevas líneas de acción incorporadas son la L9 (Seguridad en la transición asistencial) y la L10 (Cultura de seguridad en la organización). La C recoge estas dos nuevas líneas. Respuesta C.
Común A2 / Técnico;154;tec-comun-t14_4;De acuerdo con la Estrategia de Seguridad del Paciente 20-30, como se denomina al incidente de seguridad que, a diferencia del incidente sin daño, si ocasiona algun tipo de daño a las personas atendidas?;Error no evitable.;Circunstancia notificable.;Fallo latente.;Evento Adverso.;A;D;D;C;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;La Estrategia define el Evento Adverso como el incidente de seguridad que ocasiona algun tipo de daño a la persona atendida, diferenciandolo del incidente sin daño o cuasi-incidente.
Común A2 / Técnico;161;tec-comun-t15_1;Segun el diagnostico del II Plan para la Igualdad de Mujeres y Hombres en Osakidetza, que porcentaje de mujeres y hombres, respectivamente, componia la plantilla total de Osakidetza en enero de 2025?;60% mujeres y 40% hombres.;75% mujeres y 25% hombres.;80% mujeres y 20% hombres.;90% mujeres y 10% hombres.;D;C;C;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;Segun el diagnostico del II Plan de Igualdad, en enero de 2025 la plantilla de Osakidetza estaba compuesta por un 80% de mujeres y un 20% de hombres.
Común A2 / Técnico;163;tec-comun-t15_3;Que institucion aprueba el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028)?;Mesa Sectorial de Sanidad.;Emakunde.;Consejo de Administracion de Osakidetza.;Direccion General de Osakidetza.;A;C;C;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;II Plan Igualdad Osakidetza 2025-2028: La Meta 5 es 'Salud'. Se centra en incorporar la perspectiva de género en la atención sanitaria y en la investigación en salud. La D es la respuesta correcta. Respuesta D.
Común A2 / Técnico;164;tec-comun-t15_4;De acuerdo con el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028), que concepto define la dificultad invisible que encuentran las mujeres para acceder a puestos de mayor responsabilidad y toma de decisiones?;Segregacion horizontal.;Suelo pegajoso.;Brecha salarial tecnica.;Techo de cristal.;A;D;D;C;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El techo de cristal describe la barrera invisible que impide a las mujeres acceder a puestos de mayor responsabilidad y toma de decisiones, a pesar de contar con la cualificacion necesaria.
Común A2 / Técnico;166;tec-comun-t15_6;Cual fue el objetivo del I Plan de Igualdad, teniendo en cuenta su condicion de primer plan estrategico de Osakidetza en esta materia?;Consolidar los avances logrados y profundizar el proceso transformador.;Establecer unos cimientos solidos para garantizar el cumplimiento de la legislacion y la alineacion a los marcos estrategicos.;Reducir la brecha salarial a la mitad en todas las categorias profesionales.;Lograr la aprobacion por parte del Consejo de Direccion de Osakidetza en julio de 2025.;C;B;B;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El I Plan de Igualdad, como primer plan estrategico en esta materia, tuvo como objetivo establecer cimientos solidos para el cumplimiento legislativo y la alineacion con marcos estrategicos de igualdad.
Común A2 / Técnico;167;tec-comun-t15_7;Cual es la Meta 5 establecida en el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028)?;Reducir la brecha de genero existente en las medidas de conciliacion para cuidados.;Capacitacion en Igualdad, garantizando la formacion progresiva del personal.;Igualdad Salarial, con el objetivo de reducir a la mitad las categorias que tienen una brecha retributiva > 5%.;Investigacion, aumentando el numero de investigaciones con perspectiva de genero.;B;C;C;D;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;II Plan Igualdad Osakidetza 2025-2028: La Meta 5 es 'Salud'. Se centra en incorporar la perspectiva de género en la atención sanitaria y en la investigación en salud. La D es la respuesta correcta. Respuesta D.
Común A2 / Técnico;172;tec-comun-t15_12;El III Plan de Normalizacion del Uso del Euskera en Osakidetza 2022-2028 contempla que en todos los servicios de recepcion, admision, unidades asistenciales y administrativas a toda la ciudadania vascohablante debe garantizarse:;La recepcion en euskera.;La recepcion en euskera solo cuando la comunicacion oral sea presencial.;La recepcion en euskera solo cuando la comunicacion sea telefonica.;La recepcion en euskera solo por los empleados que sepan euskera.;D;A;A;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;"El III Plan garantiza la recepcion en euskera a toda la ciudadania vascohablante en todos los servicios de recepcion, admision, unidades asistenciales y administrativas, sin distincion de modalidad.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;174;tec-comun-t15_14;Siguiendo lo previsto en el III Plan de Normalizacion del Uso del Euskera en Osakidetza 2022-2028, señale la respuesta que NO es correcta:;Se pondra a disposicion del personal bilingue que lo desee elementos identificativos portadores del circulo azul con la letra e.;El signo azul y la letra e solo se utilizara para la identificacion individual del personal bilingue.;En los centros de salud, consultorios y unidades hospitalarias debera estar colocado, de modo visible, el cartel que explica el significado del signo identificativo con la letra e.;Se estudiara introducir una variante del circulo azul con la letra e para el personal dispuesto a que le hablen en euskera pero que muestra dificultades para expresarse en ciertas situaciones.;D;B;B;C;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;"La opcion B es incorrecta porque el signo azul con la letra e no se limita solo a identificacion individual del personal bilingue; el Plan prevé variantes del simbolo para distintas situaciones linguisticas."
Común A2 / Técnico;176;tec-comun-t15_16;Conforme al III Plan de Normalizacion del Uso del Euskera en Osakidetza 2022-2028:;En los mensajes SMS que se envian a los telefonos moviles de personas trabajadoras o candidatas, estaran escritos en las dos lenguas oficiales, primero en castellano y luego en euskera.;Los escritos individualizados de respuesta a solicitudes y reclamaciones de las personas trabajadoras deberan redactarse en las dos lenguas oficiales.;Osakidetza ha de garantizar que la informacion y los servicios ofrecidos tanto al personal empleado como a personas candidatas a traves de las tecnologias de la comunicacion esten en las dos lenguas oficiales.;Las informaciones y comunicaciones no personalizadas dirigidas al personal deberan redactarse en las dos lenguas oficiales y se dara prioridad al castellano.;D;C;C;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;III Plan Euskera Osakidetza 2022-2028: El plan contempla la existencia de Comisiones de Euskera en cada organización de servicios, como órganos de participación y seguimiento. La B recoge correctamente esta estructura participativa. Respuesta B.
Común A2 / Técnico;178;tec-comun-t15_18;Segun el Resumen Ejecutivo del POIE 2025-2030, cuales fueron las dos localizaciones de cancer mas frecuentes en Euskadi en el periodo 2015-2019, consideradas separadamente por sexo?;Cancer colorrectal y cancer de pulmon.;Cancer de mama en mujeres y cancer de prostata en hombres.;Cancer de pancreas y cancer de pulmon.;Leucemia y Linfoma de Hodgkin.;A;B;B;C;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;En el periodo 2015-2019, las localizaciones mas frecuentes fueron el cancer de mama en mujeres y el cancer de prostata en hombres, segun los datos epidemiologicos del POIE 2025-2030.
Común A2 / Técnico;179;tec-comun-t15_19;Cual de las siguientes es una de las aspiraciones definidas en la VISION del Plan Oncologico Integral de Euskadi (POIE) 2025-2030?;Mejorar la calidad de vida de las personas: de pacientes, supervivientes y de sus familiares y personas cuidadoras.;Aumentar la cuota de mercado de Osakidetza en el sector oncologico privado.;Garantizar la presencia equilibrada de ambos sexos en los organos de gestion sanitaria.;Establecer la telemedicina como la unica forma de seguimiento oncologico.;C;A;A;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;La Vision del POIE 2025-2030 incluye como aspiracion mejorar la calidad de vida de pacientes, supervivientes y sus familiares y personas cuidadoras a lo largo de todo el proceso oncologico.
Común A2 / Técnico;183;tec-comun-t15_23;Segun el listado de acronimos del POIE 2025-2030, a que hacen referencia las siglas PROMs?;Plan de Resultados Oncologicos y Metodologia de Seguimiento.;Plan de Riesgos Ocupacionales en Medicina Sanitaria.;Programa de Rehabilitacion Oncologica y Mejora de la Supervivencia.;Medidas de Resultados Reportadas por los y las Pacientes.;A;D;D;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;PROMs son las siglas de Patient-Reported Outcome Measures, es decir, Medidas de Resultados Reportadas por los y las Pacientes, instrumento clave para evaluar la calidad de vida percibida.
Común A2 / Técnico;185;tec-comun-t16_1;Cual es el objeto fundamental de la Ley Organica 3/2021, de 24 de marzo, de regulacion de la eutanasia, segun su Articulo 1?;Regular los cuidados paliativos avanzados en el Sistema Nacional de Salud.;Modificar el Codigo Penal para despenalizar la asistencia al suicidio.;Regular el derecho de toda persona a solicitar y recibir la prestacion de ayuda para morir y la obligacion de las Administraciones de garantizarla.;Establecer el registro de las voluntades anticipadas y testamentos vitales.;D;C;C;D;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El Art. 1 de la LO 3/2021 establece como objeto regular el derecho de toda persona a solicitar y recibir la prestacion de ayuda para morir, y la correlativa obligacion de las Administraciones de garantizarla.
Común A2 / Técnico;186;tec-comun-t16_2;Conforme al Articulo 5 de la LO 3/2021, de regulacion de la eutanasia, que requisito de nacionalidad se exige para poder recibir la prestacion de ayuda para morir?;Tener la ciudadania española con residencia legal ininterrumpida de al menos 10 años.;Tener la nacionalidad española o tener residencia legal en España de al menos 5 años.;Ser mayor de edad y tener la nacionalidad española, residencia legal o certificado de empadronamiento que acredite un tiempo de permanencia superior a 12 meses en territorio español.;Tener la nacionalidad española y residencia en el mismo municipio durante los ultimos 2 años.;B;C;C;A;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El Art. 5.1.a) LO 3/2021 exige ser mayor de edad y tener nacionalidad española, residencia legal o certificado de empadronamiento que acredite mas de 12 meses de permanencia en España.
Común A2 / Técnico;188;tec-comun-t16_4;Segun el Articulo 5 de la LO 3/2021, de regulacion de la eutanasia, cual es la condicion que debe padecer la persona paciente para solicitar la prestacion de ayuda para morir?;Padecer una enfermedad incurable en fase terminal o un deterioro funcional grave.;Sufrir una enfermedad que limite gravemente su autonomia.;Padecer una enfermedad grave e incurable o un padecimiento grave, cronico e imposibilitante, causantes de un sufrimiento intolerable.;Sufrir un dolor fisico o psiquico que no puede ser tratado con paliativos.;A;C;C;B;No;🔴 Red Flag — CORREGIR;CORREGIR: K+U coinciden o consenso externo claro — cambiar respuesta App;El Art. 5.1.b) LO 3/2021 exige padecer una enfermedad grave e incurable, o un padecimiento grave, cronico e imposibilitante, causantes de un sufrimiento fisico o psiquico intolerable.
